hotel_name,source,review_id,rating_raw,rating_0_5,review_title,review_comment,date,scraped_at,url,sentiment,topics,source_file,clean_comment,clean_full_text,lda_topic
Haile Adama Grand Resort,KAYAK,AD19,5.0,5.0,Excellent Staff,Very helpful and respectful employees.,2025-04-16,2025-12-01,https://kayak.com/AD19,positive,staff,haile_adama_grand.csv,helpful respectful employee,Excellent Staff helpful respectful employee,7
Haile Adama Grand Resort,KAYAK,AD20,1.0,1.0,Disappointing,No hot water and noisy AC.,2024-08-09,2025-12-01,https://kayak.com/AD20,negative,maintenance,haile_adama_grand.csv,hot water noisy,Disappointing hot water noisy,5
Haile Adama Grand Resort,Trip.com,AD21,4.0,4.0,Good Resort,Nice views and clean compound.,2025-02-21,2025-12-01,https://trip.com/AD21,positive,ambience,haile_adama_grand.csv,nice view clean compound,Good Resort nice view clean compound,2
Haile Adama Grand Resort,Trip.com,AD22,3.0,3.0,Average Experience,Staff was good but food took too long.,2024-10-02,2025-12-01,https://trip.com/AD22,neutral,service,haile_adama_grand.csv,staff good food take long,Average Experience staff good food take long,3
Haile Adama Grand Resort,Trip.com,AD23,2.0,2.0,Needs Renovation,Furniture looks old and carpets need deep cleaning.,2024-12-29,2025-12-01,https://trip.com/AD23,negative,maintenance,haile_adama_grand.csv,furniture look old carpet need deep cleaning,Needs Renovation furniture look old carpet need deep cleaning,2
Haile Adama Grand Resort,Trip.com,AD24,5.0,5.0,Lovely Stay,Everything was comfortable and relaxing.,2025-03-13,2025-12-01,https://trip.com/AD24,positive,rooms|staff,haile_adama_grand.csv,everything comfortable relax,Lovely Stay everything comfortable relax,7
Haile Adama Grand Resort,Trip.com,AD25,1.0,1.0,Bad Service,Reception ignored my requests multiple times.,2024-11-14,2025-12-01,https://trip.com/AD25,negative,staff|service,haile_adama_grand.csv,reception ignore request multiple time,Bad Service reception ignore request multiple time,2
Haile Addis Ababa Grand Resort,TripAdvisor,AA1,5.0,5.0,Excellent Service,Staff were extremely welcoming and professional. The check-in was quick and smooth.,2025-01-11,2025-12-01,https://tripadvisor.com/AA1,positive,staff|service,haile_addis_ababa_grand.csv,staff extremely welcoming professional check quick smooth,Excellent Service staff extremely welcoming professional check quick smooth,7
Haile Addis Ababa Grand Resort,TripAdvisor,AA2,4.0,4.0,Comfortable Stay,Rooms were clean and bed was very comfortable. Breakfast was decent.,2025-02-05,2025-12-01,https://tripadvisor.com/AA2,positive,rooms|food,haile_addis_ababa_grand.csv,room clean bed comfortable breakfast decent,Comfortable Stay room clean bed comfortable breakfast decent,2
Haile Addis Ababa Grand Resort,TripAdvisor,AA3,3.0,3.0,Average Experience,Good location but Wi-Fi was weak most of the time.,2024-11-20,2025-12-01,https://tripadvisor.com/AA3,neutral,internet|location,haile_addis_ababa_grand.csv,good location weak time,Average Experience good location weak time,3
Haile Addis Ababa Grand Resort,TripAdvisor,AA4,2.0,2.0,Noisy at Night,Couldn't sleep due to noise from outside and from the hallway.,2024-12-03,2025-12-01,https://tripadvisor.com/AA4,negative,noise|rooms,haile_addis_ababa_grand.csv,sleep due noise outside hallway,Noisy at Night sleep due noise outside hallway,4
Haile Addis Ababa Grand Resort,TripAdvisor,AA5,1.0,1.0,Poor Cleanliness,Bathroom was not cleaned properly and there was hair on the floor.,2024-09-14,2025-12-01,https://tripadvisor.com/AA5,negative,cleaning|rooms,haile_addis_ababa_grand.csv,bathroom clean properly hair floor,Poor Cleanliness bathroom clean properly hair floor,6
Haile Addis Ababa Grand Resort,Expedia,AA6,5.0,5.0,Amazing Food,The restaurant served the best national dishes—fresh and delicious!,2025-03-14,2025-12-01,https://expedia.com/AA6,positive,food,haile_addis_ababa_grand.csv,restaurant serve good national dish fresh delicious,Amazing Food restaurant serve good national dish fresh delicious,4
Haile Addis Ababa Grand Resort,Expedia,AA7,4.0,4.0,Good Value,The room was spacious and the price was fair. Would recommend.,2025-02-24,2025-12-01,https://expedia.com/AA7,positive,price|rooms,haile_addis_ababa_grand.csv,room spacious price fair would recommend,Good Value room spacious price fair would recommend,7
Haile Addis Ababa Grand Resort,Expedia,AA8,3.0,3.0,Satisfactory Stay,Facilities were fine but the spa was fully booked every day.,2024-11-10,2025-12-01,https://expedia.com/AA8,neutral,spa|service,haile_addis_ababa_grand.csv,facility fine spa fully book every day,Satisfactory Stay facility fine spa fully book every day,7
Haile Addis Ababa Grand Resort,Expedia,AA9,2.0,2.0,Slow Service,Service at the restaurant was very slow. Waited 40 minutes for food.,2025-01-03,2025-12-01,https://expedia.com/AA9,negative,service|food,haile_addis_ababa_grand.csv,service restaurant slow wait minute food,Slow Service service restaurant slow wait minute food,6
Haile Addis Ababa Grand Resort,Expedia,AA10,1.0,1.0,Unpleasant Experience,The room had a strong odor and AC was not working.,2024-08-07,2025-12-01,https://expedia.com/AA10,negative,rooms|maintenance,haile_addis_ababa_grand.csv,room strong odor work,Unpleasant Experience room strong odor work,3
Haile Addis Ababa Grand Resort,Facebook,AA11,,,Friendly Staff,Staff treated us very well and helped arrange transportation.,2025-03-01,2025-12-01,https://facebook.com/AA11,positive,staff,haile_addis_ababa_grand.csv,staff treat well help arrange transportation,Friendly Staff staff treat well help arrange transportation,3
Haile Addis Ababa Grand Resort,Facebook,AA12,,,Good Rooms,Rooms were clean and tidy. Enjoyed my stay.,2025-04-15,2025-12-01,https://facebook.com/AA12,positive,rooms,haile_addis_ababa_grand.csv,room clean tidy enjoy stay,Good Rooms room clean tidy enjoy stay,2
Haile Addis Ababa Grand Resort,Facebook,AA13,,,Weak Wi-Fi,Internet connection needs improvement. Kept disconnecting.,2025-02-22,2025-12-01,https://facebook.com/AA13,negative,internet,haile_addis_ababa_grand.csv,internet connection need improvement keep disconnect,Weak Wi-Fi internet connection need improvement keep disconnect,0
Haile Addis Ababa Grand Resort,Facebook,AA14,,,Nice Ambience,Lobby area is very elegant and relaxing.,2025-06-12,2025-12-01,https://facebook.com/AA14,positive,ambience,haile_addis_ababa_grand.csv,lobby area elegant relax,Nice Ambience lobby area elegant relax,7
Haile Addis Ababa Grand Resort,Facebook,AA15,,,Average Food,Food was okay but choices were limited.,2024-10-08,2025-12-01,https://facebook.com/AA15,neutral,food,haile_addis_ababa_grand.csv,food okay choice limited,Average Food food okay choice limited,3
Haile Addis Ababa Grand Resort,KAYAK,AA16,4.0,4.0,Good Location,Close to the airport and shopping malls.,2025-03-22,2025-12-01,https://kayak.com/AA16,positive,location,haile_addis_ababa_grand.csv,close airport shopping mall,Good Location close airport shopping mall,2
Haile Addis Ababa Grand Resort,KAYAK,AA17,3.0,3.0,Reasonable Stay,Room was fine but lacked some amenities.,2024-09-30,2025-12-01,https://kayak.com/AA17,neutral,rooms,haile_addis_ababa_grand.csv,room fine lack amenity,Reasonable Stay room fine lack amenity,5
Haile Addis Ababa Grand Resort,KAYAK,AA18,2.0,2.0,Cold Shower,Hot water was inconsistent. Shower was cold in the morning.,2024-12-13,2025-12-01,https://kayak.com/AA18,negative,maintenance,haile_addis_ababa_grand.csv,hot water inconsistent shower cold morning,Cold Shower hot water inconsistent shower cold morning,0
Haile Addis Ababa Grand Resort,KAYAK,AA19,5.0,5.0,Exceptional Staff,Best customer service I have experienced in Addis.,2025-05-01,2025-12-01,https://kayak.com/AA19,positive,staff,haile_addis_ababa_grand.csv,good customer service experience addis,Exceptional Staff good customer service experience addis,3
Haile Addis Ababa Grand Resort,KAYAK,AA20,1.0,1.0,Very Poor,Room smelled damp and window couldn’t open.,2024-08-14,2025-12-01,https://kayak.com/AA20,negative,rooms,haile_addis_ababa_grand.csv,room smell damp window open,Very Poor room smell damp window open,2
Haile Addis Ababa Grand Resort,Trip.com,AA21,4.0,4.0,Good Breakfast,Buffet had many options. Loved the pastries.,2025-04-09,2025-12-01,https://trip.com/AA21,positive,food,haile_addis_ababa_grand.csv,buffet many option love pastry,Good Breakfast buffet many option love pastry,2
Haile Addis Ababa Grand Resort,Trip.com,AA22,3.0,3.0,It Was Okay,Friendly staff but slow room service.,2024-12-28,2025-12-01,https://trip.com/AA22,neutral,service,haile_addis_ababa_grand.csv,friendly staff slow room service,It Was Okay friendly staff slow room service,3
Haile Addis Ababa Grand Resort,Trip.com,AA23,2.0,2.0,Needs Renovation,Furniture looks old and worn out.,2025-01-19,2025-12-01,https://trip.com/AA23,negative,maintenance,haile_addis_ababa_grand.csv,furniture look old wear,Needs Renovation furniture look old wear,2
Haile Addis Ababa Grand Resort,Trip.com,AA24,5.0,5.0,Wonderful Stay,"Everything was clean, warm, and welcoming.",2025-03-08,2025-12-01,https://trip.com/AA24,positive,rooms|staff,haile_addis_ababa_grand.csv,everything clean warm welcome,Wonderful Stay everything clean warm welcome,7
Haile Addis Ababa Grand Resort,Trip.com,AA25,1.0,1.0,Bad Experience,AC wasn’t working and the room was noisy.,2024-09-05,2025-12-01,https://trip.com/AA25,negative,maintenance|noise,haile_addis_ababa_grand.csv,work room noisy,Bad Experience work room noisy,2
Haile Resort Arba Minch,TripAdvisor,AM1,5.0,5.0,Amazing Lake View,Unmatched view of Lake Chamo. Peaceful and relaxing.,2025-02-12,2025-12-01,https://tripadvisor.com/AM1,positive,view|ambience,haile_arba_minch_grand.csv,unmatched view lake chamo peaceful relax,Amazing Lake View unmatched view lake chamo peaceful relax,5
Haile Resort Arba Minch,TripAdvisor,AM2,4.0,4.0,Very Pleasant,Beautiful compound and nice staff.,2025-03-03,2025-12-01,https://tripadvisor.com/AM2,positive,staff|ambience,haile_arba_minch_grand.csv,beautiful compound nice staff,Very Pleasant beautiful compound nice staff,3
Haile Resort Arba Minch,TripAdvisor,AM3,3.0,3.0,Good but Pricey,Great view but food was expensive.,2024-10-14,2025-12-01,https://tripadvisor.com/AM3,neutral,food|price,haile_arba_minch_grand.csv,great view food expensive,Good but Pricey great view food expensive,3
Haile Resort Arba Minch,TripAdvisor,AM4,2.0,2.0,Slow Service,Restaurant service was very slow.,2024-09-20,2025-12-01,https://tripadvisor.com/AM4,negative,service,haile_arba_minch_grand.csv,restaurant service slow,Slow Service restaurant service slow,6
Haile Resort Arba Minch,TripAdvisor,AM5,1.0,1.0,Poor Cleanliness,The bathroom had mold and the floor was dirty.,2024-08-17,2025-12-01,https://tripadvisor.com/AM5,negative,cleaning,haile_arba_minch_grand.csv,bathroom mold floor dirty,Poor Cleanliness bathroom mold floor dirty,6
Haile Resort Arba Minch,Expedia,AM6,5.0,5.0,Fantastic Stay,The location is absolutely breathtaking.,2025-03-18,2025-12-01,https://expedia.com/AM6,positive,view,haile_arba_minch_grand.csv,location absolutely breathtake,Fantastic Stay location absolutely breathtake,5
Haile Resort Arba Minch,Expedia,AM7,4.0,4.0,Great Pool,Clean pool with amazing scenery.,2025-04-11,2025-12-01,https://expedia.com/AM7,positive,pool,haile_arba_minch_grand.csv,clean pool amazing scenery,Great Pool clean pool amazing scenery,2
Haile Resort Arba Minch,Expedia,AM8,3.0,3.0,Decent Food,Food was okay but lacked variety.,2024-11-22,2025-12-01,https://expedia.com/AM8,neutral,food,haile_arba_minch_grand.csv,food okay lack variety,Decent Food food okay lack variety,3
Haile Resort Arba Minch,Expedia,AM9,2.0,2.0,Bad Maintenance,The AC wasn’t working properly.,2024-12-10,2025-12-01,https://expedia.com/AM9,negative,maintenance,haile_arba_minch_grand.csv,work properly,Bad Maintenance work properly,3
Haile Resort Arba Minch,Expedia,AM10,1.0,1.0,Too Noisy,Construction noise ruined my stay.,2024-09-01,2025-12-01,https://expedia.com/AM10,negative,noise,haile_arba_minch_grand.csv,construction noise ruin stay,Too Noisy construction noise ruin stay,4
Haile Resort Arba Minch,Facebook,AM11,,,Beautiful Spot,One of the best views in Ethiopia.,2025-05-20,2025-12-01,https://facebook.com/AM11,positive,view,haile_arba_minch_grand.csv,one good view ethiopia,Beautiful Spot one good view ethiopia,7
Haile Resort Arba Minch,Facebook,AM12,,,Friendly Staff,Everyone was friendly and helpful.,2025-03-17,2025-12-01,https://facebook.com/AM12,positive,staff,haile_arba_minch_grand.csv,everyone friendly helpful,Friendly Staff everyone friendly helpful,3
Haile Resort Arba Minch,Facebook,AM13,,,Average Food,Not many options for lunch.,2024-12-27,2025-12-01,https://facebook.com/AM13,neutral,food,haile_arba_minch_grand.csv,many option lunch,Average Food many option lunch,4
Haile Resort Arba Minch,Facebook,AM14,,,Poor Wi-Fi,Internet barely worked.,2024-10-18,2025-12-01,https://facebook.com/AM14,negative,internet,haile_arba_minch_grand.csv,internet barely work,Poor Wi-Fi internet barely work,0
Haile Resort Arba Minch,Facebook,AM15,,,Nice Environment,Calm environment with fresh air.,2025-06-07,2025-12-01,https://facebook.com/AM15,positive,ambience,haile_arba_minch_grand.csv,calm environment fresh air,Nice Environment calm environment fresh air,5
Haile Resort Arba Minch,KAYAK,AM16,4.0,4.0,Stunning View,Lake view was perfect during sunset.,2025-04-12,2025-12-01,https://kayak.com/AM16,positive,view,haile_arba_minch_grand.csv,lake view perfect sunset,Stunning View lake view perfect sunset,1
Haile Resort Arba Minch,KAYAK,AM17,3.0,3.0,Okay Stay,Room was decent but nothing special.,2024-09-14,2025-12-01,https://kayak.com/AM17,neutral,rooms,haile_arba_minch_grand.csv,room decent nothing special,Okay Stay room decent nothing special,3
Haile Resort Arba Minch,KAYAK,AM18,2.0,2.0,Old Furniture,Furniture looks worn out.,2024-10-29,2025-12-01,https://kayak.com/AM18,negative,maintenance,haile_arba_minch_grand.csv,furniture look wear,Old Furniture furniture look wear,2
Haile Resort Arba Minch,KAYAK,AM19,5.0,5.0,Excellent Team,Staff helped with everything we needed.,2025-03-30,2025-12-01,https://kayak.com/AM19,positive,staff,haile_arba_minch_grand.csv,staff help everything need,Excellent Team staff help everything need,3
Haile Resort Arba Minch,KAYAK,AM20,1.0,1.0,Disappointing,Hot water didn’t work.,2024-08-22,2025-12-01,https://kayak.com/AM20,negative,maintenance,haile_arba_minch_grand.csv,hot water work,Disappointing hot water work,5
Haile Resort Arba Minch,Trip.com,AM21,4.0,4.0,Nice Place,Lovely view and clean rooms.,2025-02-16,2025-12-01,https://trip.com/AM21,positive,rooms|view,haile_arba_minch_grand.csv,lovely view clean room,Nice Place lovely view clean room,2
Haile Resort Arba Minch,Trip.com,AM22,3.0,3.0,Good Service,Service was okay but could be faster.,2024-10-01,2025-12-01,https://trip.com/AM22,neutral,service,haile_arba_minch_grand.csv,service okay could fast,Good Service service okay could fast,6
Haile Resort Arba Minch,Trip.com,AM23,2.0,2.0,Needs Renovation,Resort looks old and needs refurbishing.,2024-12-15,2025-12-01,https://trip.com/AM23,negative,maintenance,haile_arba_minch_grand.csv,resort look old need refurbishing,Needs Renovation resort look old need refurbishing,2
Haile Resort Arba Minch,Trip.com,AM24,5.0,5.0,Relaxing Stay,Calm atmosphere and very clean.,2025-03-07,2025-12-01,https://trip.com/AM24,positive,cleaning|ambience,haile_arba_minch_grand.csv,calm atmosphere clean,Relaxing Stay calm atmosphere clean,0
Haile Resort Arba Minch,Trip.com,AM25,1.0,1.0,Not Worth It,Too expensive for the quality offered.,2024-09-17,2025-12-01,https://trip.com/AM25,negative,price,haile_arba_minch_grand.csv,expensive quality offer,Not Worth It expensive quality offer,3
Haile Resort Gondar,TripAdvisor,GD1,5.0,5.0,Excellent Hotel,Great rooms and historical view.,2025-02-27,2025-12-01,https://tripadvisor.com/GD1,positive,rooms|view,haile_gondar.csv,great room historical view,Excellent Hotel great room historical view,7
Haile Resort Gondar,TripAdvisor,GD2,4.0,4.0,Good Staff,Employees were helpful.,2025-03-19,2025-12-01,https://tripadvisor.com/GD2,positive,staff,haile_gondar.csv,employee helpful,Good Staff employee helpful,3
Haile Resort Gondar,TripAdvisor,GD3,3.0,3.0,Decent Stay,Food was average.,2024-11-13,2025-12-01,https://tripadvisor.com/GD3,neutral,food,haile_gondar.csv,food average,Decent Stay food average,3
Haile Resort Gondar,TripAdvisor,GD4,2.0,2.0,Room Was Hot,AC did not work well.,2024-10-29,2025-12-01,https://tripadvisor.com/GD4,negative,maintenance,haile_gondar.csv,work well,Room Was Hot work well,5
Haile Resort Gondar,TripAdvisor,GD5,1.0,1.0,Bad Hygiene,Room smelled bad and sheets were dirty.,2024-08-23,2025-12-01,https://tripadvisor.com/GD5,negative,cleaning,haile_gondar.csv,room smell bad sheet dirty,Bad Hygiene room smell bad sheet dirty,2
Haile Resort Gondar,Expedia,GD6,5.0,5.0,Very Nice Stay,Beautiful hotel and clean rooms.,2025-04-17,2025-12-01,https://expedia.com/GD6,positive,rooms,haile_gondar.csv,beautiful hotel clean room,Very Nice Stay beautiful hotel clean room,7
Haile Resort Gondar,Expedia,GD7,4.0,4.0,Good Food,Dinner buffet was great.,2025-05-04,2025-12-01,https://expedia.com/GD7,positive,food,haile_gondar.csv,dinner buffet great,Good Food dinner buffet great,3
Haile Resort Gondar,Expedia,GD8,3.0,3.0,Average,Everything was okay.,2024-12-26,2025-12-01,https://expedia.com/GD8,neutral,general,haile_gondar.csv,everything okay,Average everything okay,3
Haile Resort Gondar,Expedia,GD9,2.0,2.0,Noisy,Could hear loud music at night.,2024-09-15,2025-12-01,https://expedia.com/GD9,negative,noise,haile_gondar.csv,could hear loud music night,Noisy could hear loud music night,5
Haile Resort Gondar,Expedia,GD10,1.0,1.0,Bad Experience,Water not running properly.,2024-08-09,2025-12-01,https://expedia.com/GD10,negative,maintenance,haile_gondar.csv,water run properly,Bad Experience water run properly,3
Haile Resort Gondar,Facebook,GD11,,,Nice Place,Beautiful garden and design.,2025-06-21,2025-12-01,https://facebook.com/GD11,positive,ambience,haile_gondar.csv,beautiful garden design,Nice Place beautiful garden design,4
Haile Resort Gondar,Facebook,GD12,,,Friendly Team,Staff were very professional.,2025-03-25,2025-12-01,https://facebook.com/GD12,positive,staff,haile_gondar.csv,staff professional,Friendly Team staff professional,3
Haile Resort Gondar,Facebook,GD13,,,Food Is Okay,Not bad but nothing new.,2024-12-17,2025-12-01,https://facebook.com/GD13,neutral,food,haile_gondar.csv,bad nothing new,Food Is Okay bad nothing new,3
Haile Resort Gondar,Facebook,GD14,,,Slow Wi-Fi,Internet is extremely slow.,2024-10-04,2025-12-01,https://facebook.com/GD14,negative,internet,haile_gondar.csv,internet extremely slow,Slow Wi-Fi internet extremely slow,0
Haile Resort Gondar,Facebook,GD15,,,Nice Environment,Good for outdoor photos.,2025-05-08,2025-12-01,https://facebook.com/GD15,positive,ambience,haile_gondar.csv,good outdoor photo,Nice Environment good outdoor photo,2
Haile Resort Gondar,KAYAK,GD16,4.0,4.0,Comfortable Stay,Room was comfortable and clean.,2025-02-11,2025-12-01,https://kayak.com/GD16,positive,rooms,haile_gondar.csv,room comfortable clean,Comfortable Stay room comfortable clean,2
Haile Resort Gondar,KAYAK,GD17,3.0,3.0,Okay Service,Service was okay.,2024-09-27,2025-12-01,https://kayak.com/GD17,neutral,service,haile_gondar.csv,service okay,Okay Service service okay,6
Haile Resort Gondar,KAYAK,GD18,2.0,2.0,Old Furniture,Needs renovation.,2024-11-11,2025-12-01,https://kayak.com/GD18,negative,maintenance,haile_gondar.csv,need renovation,Old Furniture need renovation,2
Haile Resort Gondar,KAYAK,GD19,5.0,5.0,Wonderful Stay,Loved the breakfast and view.,2025-03-01,2025-12-01,https://kayak.com/GD19,positive,food|view,haile_gondar.csv,love breakfast view,Wonderful Stay love breakfast view,1
Haile Resort Gondar,KAYAK,GD20,1.0,1.0,Disappointing,Hot water didn't work.,2024-08-05,2025-12-01,https://kayak.com/GD20,negative,maintenance,haile_gondar.csv,hot water work,Disappointing hot water work,5
Haile Resort Gondar,Trip.com,GD21,4.0,4.0,Very Good,Nice environment and rooms.,2025-03-05,2025-12-01,https://trip.com/GD21,positive,ambience|rooms,haile_gondar.csv,nice environment room,Very Good nice environment room,2
Haile Resort Gondar,Trip.com,GD22,3.0,3.0,Good Enough,Food was fine.,2024-10-02,2025-12-01,https://trip.com/GD22,neutral,food,haile_gondar.csv,food fine,Good Enough food fine,3
Haile Resort Gondar,Trip.com,GD23,2.0,2.0,Not Clean,Bathroom was not properly cleaned.,2024-12-09,2025-12-01,https://trip.com/GD23,negative,cleaning,haile_gondar.csv,bathroom properly clean,Not Clean bathroom properly clean,1
Haile Resort Gondar,Trip.com,GD24,5.0,5.0,Nice Resort,Great place to relax.,2025-02-16,2025-12-01,https://trip.com/GD24,positive,ambience,haile_gondar.csv,great place relax,Nice Resort great place relax,4
Haile Resort Gondar,Trip.com,GD25,1.0,1.0,Not Worth It,Price too high for the quality.,2024-09-14,2025-12-01,https://trip.com/GD25,negative,price,haile_gondar.csv,price high quality,Not Worth It price high quality,6
Haile Resort Hawassa,TripAdvisor,HW1,5.0,5.0,Perfect Family Spot,Kids loved the playground and swimming pool.,2025-03-06,2025-12-01,https://tripadvisor.com/HW1,positive,family|pool,haile_hawassa.csv,kid love playground swimming pool,Perfect Family Spot kid love playground swimming pool,4
Haile Resort Hawassa,TripAdvisor,HW2,4.0,4.0,Nice Lake View,Beautiful lakeside breakfast.,2025-02-18,2025-12-01,https://tripadvisor.com/HW2,positive,view|food,haile_hawassa.csv,beautiful lakeside breakfast,Nice Lake View beautiful lakeside breakfast,7
Haile Resort Hawassa,TripAdvisor,HW3,3.0,3.0,Good Stay,Room was good but noisy outside.,2024-11-30,2025-12-01,https://tripadvisor.com/HW3,neutral,rooms|noise,haile_hawassa.csv,room good noisy outside,Good Stay room good noisy outside,2
Haile Resort Hawassa,TripAdvisor,HW4,2.0,2.0,Slow Service,Restaurant staff were slow to respond.,2024-10-15,2025-12-01,https://tripadvisor.com/HW4,negative,service,haile_hawassa.csv,restaurant staff slow respond,Slow Service restaurant staff slow respond,6
Haile Resort Hawassa,TripAdvisor,HW5,1.0,1.0,Dirty Pool,Pool was not clean and water looked cloudy.,2024-09-09,2025-12-01,https://tripadvisor.com/HW5,negative,pool|cleaning,haile_hawassa.csv,pool clean water look cloudy,Dirty Pool pool clean water look cloudy,2
Haile Resort Hawassa,Expedia,HW6,5.0,5.0,Great Experience,Loved the spa and lakeside view.,2025-04-10,2025-12-01,https://expedia.com/HW6,positive,spa|view,haile_hawassa.csv,love spa lakeside view,Great Experience love spa lakeside view,1
Haile Resort Hawassa,Expedia,HW7,4.0,4.0,Good Service,Staff were responsive and friendly.,2025-05-12,2025-12-01,https://expedia.com/HW7,positive,staff,haile_hawassa.csv,staff responsive friendly,Good Service staff responsive friendly,3
Haile Resort Hawassa,Expedia,HW8,3.0,3.0,Average Food,Food needs improvement.,2024-11-03,2025-12-01,https://expedia.com/HW8,neutral,food,haile_hawassa.csv,food need improvement,Average Food food need improvement,3
Haile Resort Hawassa,Expedia,HW9,2.0,2.0,Bad AC,Room was hot because AC didn’t work well.,2024-12-21,2025-12-01,https://expedia.com/HW9,negative,maintenance,haile_hawassa.csv,room hot work well,Bad AC room hot work well,5
Haile Resort Hawassa,Expedia,HW10,1.0,1.0,Poor Hygiene,Smell in the room was terrible.,2024-08-12,2025-12-01,https://expedia.com/HW10,negative,cleaning,haile_hawassa.csv,smell room terrible,Poor Hygiene smell room terrible,2
